date,foundation_model
2016-05-17 19:00:00,98.107216
2016-05-17 20:00:00,80.51556
2016-05-17 21:00:00,62.2473
2016-05-17 22:00:00,54.80469
2016-05-17 23:00:00,51.42173
2016-05-18 00:00:00,51.42173
2016-05-18 01:00:00,51.42173
2016-05-18 02:00:00,51.42173
2016-05-18 03:00:00,51.42173
2016-05-18 04:00:00,51.42173
2016-05-18 05:00:00,53.45149
2016-05-18 06:00:00,56.834538
2016-05-18 07:00:00,66.64522
2016-05-18 08:00:00,66.9835
2016-05-18 09:00:00,61.570698
2016-05-18 10:00:00,58.187737
2016-05-18 11:00:00,56.834538
2016-05-18 12:00:00,55.81961
2016-05-18 13:00:00,56.834538
2016-05-18 14:00:00,54.80469
2016-05-18 15:00:00,58.187737
2016-05-18 16:00:00,63.60054
2016-05-18 17:00:00,75.10271
2016-05-18 18:00:00,94.385895
2016-05-18 19:00:00,115.285904
2016-05-18 20:00:00,94.941345
2016-05-18 21:00:00,68.15433
2016-05-18 22:00:00,56.964844
2016-05-18 23:00:00,53.57404
2016-05-19 00:00:00,53.57404
2016-05-19 01:00:00,53.57404
2016-05-19 02:00:00,51.539627
2016-05-19 03:00:00,51.539627
2016-05-19 04:00:00,51.539627
2016-05-19 05:00:00,54.25219
2016-05-19 06:00:00,58.321148
2016-05-19 07:00:00,66.45897
2016-05-19 08:00:00,76.97031
2016-05-19 09:00:00,70.866936
2016-05-19 10:00:00,66.79802
2016-05-19 11:00:00,63.068165
2016-05-19 12:00:00,62.390015
2016-05-19 13:00:00,61.71186
2016-05-19 14:00:00,62.390015
2016-05-19 15:00:00,62.390015
2016-05-19 16:00:00,81.37831
2016-05-19 17:00:00,114.946846
2016-05-19 18:00:00,118.33761
2016-05-19 19:00:00,109.59779
2016-05-19 20:00:00,88.62535
2016-05-19 21:00:00,56.828526
2016-05-19 22:00:00,50.063236
2016-05-19 23:00:00,47.357075
2016-05-20 00:00:00,50.063236
2016-05-20 01:00:00,50.063236
2016-05-20 02:00:00,46.680546
2016-05-20 03:00:00,46.680546
2016-05-20 04:00:00,50.063236
2016-05-20 05:00:00,53.44584
2016-05-20 06:00:00,58.858112
2016-05-20 07:00:00,58.181583
2016-05-20 08:00:00,65.623405
2016-05-20 09:00:00,57.505054
2016-05-20 10:00:00,56.828526
2016-05-20 11:00:00,55.813713
2016-05-20 12:00:00,56.828526
2016-05-20 13:00:00,58.181583
2016-05-20 14:00:00,59.872887
2016-05-20 15:00:00,63.59382
2016-05-20 16:00:00,71.712166
2016-05-20 17:00:00,90.65498
2016-05-20 18:00:00,102.49426
2016-05-20 19:00:00,94.13507
2016-05-20 20:00:00,95.4656
2016-05-20 21:00:00,78.16867
2016-05-20 22:00:00,59.873913
2016-05-20 23:00:00,55.217014
2016-05-21 00:00:00,53.221264
2016-05-21 01:00:00,51.890736
2016-05-21 02:00:00,51.890736
2016-05-21 03:00:00,51.890736
2016-05-21 04:00:00,51.890736
2016-05-21 05:00:00,53.221264
2016-05-21 06:00:00,55.217014
2016-05-21 07:00:00,58.54338
2016-05-21 08:00:00,62.534927
2016-05-21 09:00:00,68.52231
2016-05-21 10:00:00,66.52656
2016-05-21 11:00:00,63.20019
2016-05-21 12:00:00,59.873913
2016-05-21 13:00:00,61.537052
2016-05-21 14:00:00,60.871788
2016-05-21 15:00:00,64.19811
2016-05-21 16:00:00,69.85284
2016-05-21 17:00:00,82.492874
2016-05-21 18:00:00,98.45927
2016-05-21 19:00:00,121.50588
2016-05-21 20:00:00,97.339
2016-05-21 21:00:00,75.18597
2016-05-21 22:00:00,59.745968
2016-05-21 23:00:00,55.046894
2016-05-22 00:00:00,53.032944
2016-05-22 01:00:00,53.032944
2016-05-22 02:00:00,53.032944
2016-05-22 03:00:00,51.69034
2016-05-22 04:00:00,53.032944
2016-05-22 05:00:00,55.046894
2016-05-22 06:00:00,56.3895
2016-05-22 07:00:00,61.75992
2016-05-22 08:00:00,73.17202
2016-05-22 09:00:00,89.95462
2016-05-22 10:00:00,85.25546
2016-05-22 11:00:00,85.25546
2016-05-22 12:00:00,83.2416
2016-05-22 13:00:00,82.5703
2016-05-22 14:00:00,81.89895
2016-05-22 15:00:00,80.89201
2016-05-22 16:00:00,80.89201
2016-05-22 17:00:00,93.31118
2016-05-22 18:00:00,108.079834
2016-05-22 19:00:00,110.22241
2016-05-22 20:00:00,94.38008
2016-05-22 21:00:00,71.45919
2016-05-22 22:00:00,58.65044
2016-05-22 23:00:00,58.65044
2016-05-23 00:00:00,55.279774
2016-05-23 01:00:00,55.279774
2016-05-23 02:00:00,55.279774
2016-05-23 03:00:00,55.279774
2016-05-23 04:00:00,53.2573
2016-05-23 05:00:00,56.62806
2016-05-23 06:00:00,58.65044
2016-05-23 07:00:00,62.0212
2016-05-23 08:00:00,61.34701
2016-05-23 09:00:00,61.34701
2016-05-23 10:00:00,63.369484
2016-05-23 11:00:00,61.34701
2016-05-23 12:00:00,61.34701
2016-05-23 13:00:00,60.672867
2016-05-23 14:00:00,62.695343
2016-05-23 15:00:00,66.74015
2016-05-23 16:00:00,81.57129
2016-05-23 17:00:00,99.77318
2016-05-23 18:00:00,106.5146
2016-05-23 19:00:00,104.84759
2016-05-23 20:00:00,75.79744
2016-05-23 21:00:00,58.43416
2016-05-23 22:00:00,54.76118
2016-05-23 23:00:00,51.422047
2016-05-24 00:00:00,53.425545
2016-05-24 01:00:00,53.425545
2016-05-24 02:00:00,52.423798
2016-05-24 03:00:00,53.75943
2016-05-24 04:00:00,56.76459
2016-05-24 05:00:00,58.100227
2016-05-24 06:00:00,60.103725
2016-05-24 07:00:00,61.43936
2016-05-24 08:00:00,61.43936
2016-05-24 09:00:00,60.103725
2016-05-24 10:00:00,58.100227
2016-05-24 11:00:00,58.100227
2016-05-24 12:00:00,57.43241
2016-05-24 13:00:00,58.100227
2016-05-24 14:00:00,60.103725
2016-05-24 15:00:00,64.110596
2016-05-24 16:00:00,78.13477
2016-05-24 17:00:00,94.83028
2016-05-24 18:00:00,100.84064
2016-05-24 19:00:00,113.27206
2016-05-24 20:00:00,95.06768
2016-05-24 21:00:00,70.795074
2016-05-24 22:00:00,60.007217
2016-05-24 23:00:00,58.658745
2016-05-25 00:00:00,56.636074
2016-05-25 01:00:00,56.636074
2016-05-25 02:00:00,56.636074
2016-05-25 03:00:00,56.636074
2016-05-25 04:00:00,56.636074
2016-05-25 05:00:00,58.658745
2016-05-25 06:00:00,60.007217
2016-05-25 07:00:00,63.041313
2016-05-25 08:00:00,61.355694
2016-05-25 09:00:00,64.72693
2016-05-25 10:00:00,61.355694
2016-05-25 11:00:00,60.681458
2016-05-25 12:00:00,60.34436
2016-05-25 13:00:00,63.378452
2016-05-25 14:00:00,69.78369
2016-05-25 15:00:00,81.919975
2016-05-25 16:00:00,102.4843
2016-05-25 17:00:00,117.99173
2016-05-25 18:00:00,113.9463
2016-05-25 19:00:00,105.5893
2016-05-25 20:00:00,85.01119
2016-05-25 21:00:00,66.119835
2016-05-25 22:00:00,56.67416
2016-05-25 23:00:00,56.67416
2016-05-26 00:00:00,55.324776
2016-05-26 01:00:00,55.324776
2016-05-26 02:00:00,55.324776
2016-05-26 03:00:00,55.324776
2016-05-26 04:00:00,55.324776
2016-05-26 05:00:00,59.71025
2016-05-26 06:00:00,63.421074
2016-05-26 07:00:00,64.095764
2016-05-26 08:00:00,64.095764
2016-05-26 09:00:00,64.770454
2016-05-26 10:00:00,60.047573
2016-05-26 11:00:00,58.02354
2016-05-26 12:00:00,59.035557
2016-05-26 13:00:00,58.02354
2016-05-26 14:00:00,58.02354
2016-05-26 15:00:00,59.372925
2016-05-26 16:00:00,67.46918
2016-05-26 17:00:00,73.5414
2016-05-26 18:00:00,73.87877
2016-05-26 19:00:00,110.399796
2016-05-26 20:00:00,81.49382
2016-05-26 21:00:00,68.259834
2016-05-26 22:00:00,58.508442
2016-05-26 23:00:00,55.025757
2016-05-27 00:00:00,53.6327
2016-05-27 01:00:00,53.6327
2016-05-27 02:00:00,53.6327
2016-05-27 03:00:00,53.6327
2016-05-27 04:00:00,55.025757
2016-05-27 05:00:00,56.41881
2016-05-27 06:00:00,59.20497
2016-05-27 07:00:00,64.777145
2016-05-27 08:00:00,77.66293
2016-05-27 09:00:00,77.31465
2016-05-27 10:00:00,73.13548
2016-05-27 11:00:00,65.47368
2016-05-27 12:00:00,61.991035
2016-05-27 13:00:00,62.68756
2016-05-27 14:00:00,62.68756
2016-05-27 15:00:00,72.09071
2016-05-27 16:00:00,83.58345
2016-05-27 17:00:00,96.121
2016-05-27 18:00:00,99.95187
